offer_id,property_type,area,condition,price_m2,built_in,house_area,land_area,built_up_area,terrain,energy_certificate,electricity,water,location_district,location_city,location_area,agency,office_city
JuH4UL-NFsu,house,276,"fully renovated",869.57,2008,276,452,138,"gently sloped","not available",on-site,"public water","okres Martin",Podhradie,Podhradie,"Reality ASTORIA, s.r.o.",Martin
Juk7YsiM63G,house,170,"under construction",1264.71,1960,170,874,107,terraced,"not available",NULL,NULL,"okres Ružomberok",Ružomberok,Baničné,"A-Byt Consult, s.r.o.",Ružomberok
Ju9WjpqJLA4,house,70,unrenovated,1500.00,1925,70,NULL,100,sloped,"not available","at property line","public water","okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec",jabyvam.sk,"Liptovský Mikuláš"
Ju7QPzGiQmY,house,131,"new construction",2053.44,2025,131,252,90,"mostly flat",A,NULL,NULL,"okres Žilina",Žilina,Strážov,"Realitná kancelária RED, s.r.o.",Žilina
Jubs_Rgnyxf,house,153,"partially renovated",1562.09,1965,153,912,249,NULL,"not available",NULL,NULL,"okres Žilina",Kunerad,Kunerad,"AnReal s. r. o.",Mojš
JukbTdt_vUz,house,105,unrenovated,2095.24,1965,105,1765,200,"gently sloped","not available",NULL,NULL,"okres Ružomberok",Lúčky,Lúčky,"NajBývanie, s.r.o.",Ružomberok
Jul8ny-uWFg,house,140,"partially renovated",856.43,1960,140,510,140,flat,"not available",NULL,well,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa","TUreality s.r.o.",Žilina
JuzY7TnxlPO,house,160,"fully renovated",NULL,1980,160,NULL,NULL,NULL,"not available",NULL,NULL,"okres Martin",Bystrička,Bystrička,"TUreality s.r.o.",Žilina
JuHri8JYCPm,house,445,"partially renovated",503.37,1980,445,NULL,NULL,NULL,"not available",NULL,NULL,"okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec","TUreality s.r.o.",Žilina
JupIfiIMuTQ,house,425,"fully renovated",463.53,2025,425,NULL,NULL,flat,"not available",NULL,well,"okres Liptovský Mikuláš",Važec,Važec,"Reality Alpia",Martin
Ju43uV08_mz,house,110,"new construction",NULL,2018,110,500,125,flat,"not available",on-site,well,"okres Žilina",Bitarová,Bitarová,"Gro & Partners",Žilina
Juulf_xdqDW,house,230,"fully renovated",2391.30,2005,230,1250,250,flat,"not available",NULL,"public water","okres Žilina",Stránske,Stránske,"RIEŠIME BÝVANIE",Bratislava
Jui5kD-W6hC,house,101,"partially renovated",960.40,1968,101,263,70,NULL,"not available",NULL,NULL,"okres Čadca","Krásno nad Kysucou",Stred,"HOLESTIAK.sk reality s.r.o.",Čadca
Junzbld49fm,house,92,"new construction",4239.13,2015,92,494,117,flat,"not available",NULL,"public water","okres Žilina",Rosina,Rosina,"WFG reality, s.r.o.",Žilina
Jurqon-UYJo,house,131,"fully renovated",1564.89,1956,131,1700,150,flat,"not available",NULL,well,"okres Liptovský Mikuláš","Liptovská Porúbka","Liptovská Porúbka","HD reality group s.r.o","Banská Bystrica"
JuJo8q5h32F,house,209,"new construction",1411.48,2019,209,391,123,flat,A,on-site,"public water","okres Bytča",Bytča,"Hliník nad Váhom","TOCA, s.r.o. Realitná činnosť",Bytča
JuJuIHXfekH,house,80,unrenovated,1662.50,1925,80,933,80,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš",Podtureň,Podtureň,"Romantické Chalupy, s.r.o.",Bratislava
JulGQ6sAAqR,house,141,unrenovated,460.99,1960,141,NULL,141,"gently sloped","not available",on-site,"public water","okres Ružomberok",Ludrová,Ludrová,"NajBývanie, s.r.o.",Ružomberok
JuaNEutdar9,house,97,unrenovated,3453.61,1980,97,NULL,NULL,NULL,"not available",NULL,NULL,"okres Žilina",Žilina,"Staré mesto","TUreality s.r.o.",Žilina
Jum9sBowvy-,house,130,unrenovated,2153.85,2012,130,1269,166,NULL,"not available",NULL,NULL,"okres Martin",Daňová,Ďanová,"Reality Center, s.r.o.",Martin
Ju3IEZxl8sI,house,207,"new construction",2990.34,2024,207,461,143,"gently sloped",A,on-site,"public water","okres Žilina",Hôrky,Hôrky,"CPM Real Estate",Bratislava
Ju6zOlWlIEn,house,675,"partially renovated",503.69,1980,675,NULL,NULL,NULL,"not available",NULL,NULL,"okres Námestovo",Námestovo,NULL,"TUreality s.r.o.",Žilina
JumqO7twJWm,house,734,"fully renovated",211.17,2025,734,NULL,NULL,"gently sloped","not available","not available",well,"okres Turčianske Teplice","Slovenské Pravno","Slovenské Pravno","Reality Alpia",Martin
JuWd2pCrRH_,house,97,"fully renovated",2606.21,2009,97,973,NULL,NULL,B,NULL,NULL,"okres Čadca",Makov,Makov,"Vianema s.r.o.",Bratislava
JuRSkMGH43Z,house,792,"partially renovated",340.78,1965,792,792,100,flat,"not available",NULL,NULL,"okres Martin",Sučany,Sučany,"AstonReal s.r.o.","Banská Bystrica"
JuvpwpffhEi,house,100,unrenovated,950.00,1938,100,291,54,flat,"not available",NULL,well,"okres Turčianske Teplice",Turček,Turček,"Reality AK, spol. s r.o.",Martin
JuPH-vU7UCa,house,168,"new construction",2529.68,2023,168,NULL,168,"mostly flat",A,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Hrádok",Celiny,"RK SPIRIT s.r.o.","Liptovský Mikuláš"
Ju4t5QuZmxI,house,125,"new construction",2860.15,2025,125,426,NULL,other,"not available","not available","not available","okres Žilina",Bitarová,Bitarová,"MGM reality",Žilina
JuWqe9aFJtO,house,120,"fully renovated",NULL,1980,120,610,120,NULL,"not available",NULL,NULL,"okres Čadca",Makov,Makov,"SLNOVRAT, s.r.o.",Olešná
Ju1u_LxXjv_,house,204,unrenovated,681.37,1964,204,550,102,NULL,"not available",NULL,NULL,"okres Námestovo",Hruštín,Hruštín,"RK Dalmia s. r. o.","Dolný Kubín"
JuZH2c0UQaC,house,120,unrenovated,1500.00,1956,120,NULL,354,"gently sloped","not available",on-site,well,"okres Dolný Kubín",Istebné,Istebné,"AstonReal s.r.o.","Banská Bystrica"
JuifoQkrLih,house,192,"new construction",1548.81,2023,192,1082,154,NULL,A,NULL,NULL,"okres Kysucké Nové Mesto","Horný Vadičov","Horný Vadičov","TARGETreal s. r. o.",Žilina
JuT_Z-uedyr,house,312,"new construction",NULL,2015,312,NULL,253,flat,"not available",on-site,"public water","okres Martin","Turčiansky Peter","Turčiansky Peter","Reality ASTORIA, s.r.o.",Martin
JuVUBQ_BboU,house,415,"partially renovated",795.18,1985,415,805,432,flat,"not available",NULL,"public water","okres Žilina",Varín,Varín,"Mamud Reality s. r. o.",Žilina
Juc6GgFARDk,house,400,"partially renovated",NULL,1920,400,2038,323,"gently sloped","not available",NULL,NULL,"okres Turčianske Teplice",Mošovce,Mošovce,"Reality AK, spol. s r.o.",Martin
Ju3g9Tmxsx0,house,240,"partially renovated",691.63,1980,240,770,240,NULL,"not available",NULL,NULL,"okres Tvrdošín",Tvrdošín,NULL,"TUreality s.r.o.",Žilina
Ju5WlUoNnF_,house,150,unrenovated,NULL,1960,150,938,580,flat,"not available",on-site,"public water","okres Ružomberok","Liptovská Lúžna","Liptovská Lúžna","OVERENÉ REALITY","Banská Bystrica"
JuD5uzQaJoc,house,164,"under construction",1035.98,2022,164,410,120,NULL,A,NULL,NULL,"okres Čadca",Staškov,Staškov,"SLNOVRAT, s.r.o.",Olešná
Ju7YL1bOSxr,house,122,"new construction",3024.59,2024,122,279,80,flat,A,NULL,"public water","okres Martin",Martin,Tomčany,"TARGETreal s. r. o.",Žilina
JuLldceaNDG,house,250,"partially renovated",1076.00,2000,250,861,102,flat,"not available",NULL,NULL,"okres Žilina","Lietavská Lúčka","Lietavská Lúčka","AstonReal s.r.o.","Banská Bystrica"
JuUtmIZFvND,house,160,unrenovated,1125.00,1975,160,924,110,flat,"not available",NULL,"public water","okres Žilina",Zbyňov,Zbyňov,"StorkReal s. r. o.","Rajecká Lesná"
Jux8MtDRHBs,house,1272,"fully renovated",187.11,2025,1272,NULL,NULL,"gently sloped","not available","not available",well,"okres Ružomberok",Ludrová,Ludrová,"Reality Alpia",Martin
JutC-Cu36o8,house,82,unrenovated,853.66,1935,82,768,359,flat,"not available","at property line","public water","okres Ružomberok",Lúčky,Lúčky,donidDevelop,"Dolný Kubín"
JuDfYgIpdG6,house,140,"partially renovated",621.43,1944,140,1127,150,flat,"not available",NULL,NULL,"okres Turčianske Teplice",Turček,Turček,"REALITY FAIR","Banská Bystrica"
Jut1FKOGHsr,house,406,unrenovated,173.67,1960,406,500,44,NULL,NULL,NULL,well,"okres Ružomberok","Liptovské Revúce","Liptovské Revúce","bezmaklérov, s.r.o.",Žilina
JuzL3Tg4FHZ,house,142,"new construction",1232.39,2025,142,500,192,NULL,A,NULL,NULL,"okres Žilina",Ovčiarsko,Ovčiarsko,"TARGETreal s. r. o.",Žilina
JuNjxGvR8-8K,house,400,"new construction",NULL,2002,400,3716,319,flat,A,NULL,"public water","okres Martin",Necpaly,Necpaly,"Reality Center, s.r.o.",Martin
Ju03oBXaeQc,house,130,"new construction",2453.85,2025,130,250,NULL,"mostly flat",NULL,NULL,well,"okres Žilina","Rajecké Teplice","Rajecké Teplice","Bosen Group s.r.o.",Bratislava
JufhG56lKjf,house,300,"partially renovated",933.33,1957,300,157,155,flat,"not available",NULL,"public water","okres Žilina",Nededza,Nededza,"DreamReality s.r.o.",Žilina
JuKqDyif0fX,house,180,"new construction",1272.22,2025,180,481,100,"gently sloped",A,NULL,well,"okres Liptovský Mikuláš",Ižipovce,Ižipovce,"PT-com s. r. o.","Banská Bystrica"
JuzDr69odLH,house,301,"under construction",NULL,1980,301,NULL,77,NULL,NULL,on-site,well,"okres Liptovský Mikuláš","Liptovský Peter","Liptovský Peter","Realitné kancelárie SR",Bratislava
JuiqUvi14Ah,house,170,"new construction",1752.94,2010,170,236,85,flat,"not available",on-site,"public water","okres Dolný Kubín","Dolný Kubín",Brezovec,"RK Dalmia s. r. o.","Dolný Kubín"
Jut7QcdjJY5,house,200,unrenovated,1370.00,1965,200,7880,100,flat,"not available",on-site,"public water","okres Ružomberok","Liptovský Michal","Liptovský Michal","FISCHER & PARTNERS, s.r.o.",Ružomberok
JuhPLsUvGvt,house,50,"partially renovated",1460.00,1947,50,369,75,flat,"not available",NULL,well,"okres Bytča",Kolárovice,Kolárovice,"Reality IQ, s.r.o.",Žilina
JutBfnbUyCO,house,224,"partially renovated",754.46,1968,224,1032,90,flat,"not available",NULL,NULL,"okres Čadca",Turzovka,Stred,"SLNOVRAT, s.r.o.",Olešná
Jui278_mFqV,house,89,"under construction",1617.98,2025,89,NULL,136,flat,"not available","at property line","public water","okres Turčianske Teplice","Turčianske Teplice",Diviaky,"Reality MT s.r.o.",Martin
Ju7H01GL5VL,house,35,"new construction",3628.57,2019,35,NULL,NULL,NULL,"not available",NULL,NULL,"okres Liptovský Mikuláš","Liptovský Ján","Liptovský Ján","TUreality s.r.o.",Žilina
JuGDOocgqAc,house,536,"partially renovated",NULL,1980,536,NULL,NULL,NULL,"not available",NULL,NULL,"okres Liptovský Mikuláš","Liptovský Hrádok",Prekážka,"TUreality s.r.o.",Žilina
Ju93SZsV6kw,house,347,unrenovated,596.54,2025,347,NULL,NULL,flat,"not available","not available",well,"okres Liptovský Mikuláš",Vlachy,Vlachy,"Reality Alpia",Martin
Jus8h9w72dE,house,314,unrenovated,NULL,1986,314,878,132,flat,"not available",NULL,"public water","okres Turčianske Teplice",Mošovce,Mošovce,"YNI reality",Žilina
JumiXs0CTuk,house,240,unrenovated,1625.00,1960,240,708,200,flat,"not available",NULL,NULL,"okres Žilina",Žilina,Bôrik,"RIEŠIME BÝVANIE",Bratislava
JudhYxOMjs-,house,100,"partially renovated",1665.00,1980,100,1050,135,flat,NULL,on-site,well,"okres Martin","Turčianske Jaseno","Turčianske Jaseno","B10 Slovensko, a. s.",Žilina
JuBupKbsyvd,house,200,"fully renovated",799.50,1980,200,675,100,flat,"not available",NULL,NULL,"okres Turčianske Teplice","Turčianske Teplice",Diviaky,"AstonReal s.r.o.","Banská Bystrica"
JuwFC0un5b_,house,115,"under construction",2739.13,2025,115,492,144,NULL,"not available",NULL,NULL,"okres Žilina",Svederník,Svederník,"Realitné kancelárie SR",Bratislava
JuZdGf3bWpL,house,400,"fully renovated",997.50,1990,400,723,150,flat,NULL,NULL,"public water","okres Martin",Martin,Stráne,"B10 Slovensko, a. s.",Žilina
JuD3uZlGgpH,house,284,"fully renovated",1073.94,1948,284,999,200,flat,"not available",NULL,NULL,"okres Martin",Blatnica,Blatnica,"Reality Center, s.r.o.",Martin
JuudsKv8ZzL,house,1280,"under construction",117.19,2025,1280,1280,NULL,flat,"not available",NULL,well,"okres Ružomberok","Liptovské Revúce","Liptovské Revúce","Reality Alpia",Martin
Ju6-QSVU-qk,house,120,unrenovated,1583.33,1968,120,1621,283,flat,"not available",on-site,"public water","okres Martin",Martin,Stred,"ALT REAL, s.r.o.",Martin
JuHNF3pBoBi,house,100,"under construction",1999.00,2025,100,116,74,flat,"not available",on-site,"public water","okres Bytča",Bytča,"Hliník nad Váhom","TOCA, s.r.o. Realitná činnosť",Bytča
Jugcs0uLwc2,house,220,"partially renovated",1659.09,1900,220,2581,110,flat,"not available",NULL,NULL,"okres Ružomberok",Ivachnová,Ivachnová,"RE/MAX Slovakia",Bratislava
JuO9hxI47lb,house,300,"partially renovated",863.33,1961,300,950,180,flat,"not available",NULL,NULL,"okres Liptovský Mikuláš",Vlachy,Vlachy,Limaxreal,"Liptovský Mikuláš"
Juyo-JecQoZ,house,800,unrenovated,187.50,1985,800,800,100,flat,"not available",on-site,"public water","okres Martin",Trebostovo,Trebostovo,"Reality Simply",Martin
JuNaVEIvSqO,house,415,"new construction",771.08,2021,415,415,NULL,sloped,"not available",NULL,NULL,"okres Žilina",Žilina,Bytčica,NULL,NULL
JuC0hqQ5K-3,house,500,"partially renovated",758.00,1946,500,1544,456,NULL,"not available",NULL,NULL,"okres Martin",Belá-Dulice,Belá-Dulice,"Reality Turiec s.r o.",Martin
JuNWUZoKon_,house,182,"new construction",2961.54,2023,182,1050,250,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Trnové,"Realitné kancelárie SR",Bratislava
JuNIAiX-3DT,house,100,"new construction",3490.00,2018,100,850,120,NULL,NULL,on-site,well,"okres Žilina",Zbyňov,Zbyňov,"Realitná kancelária",Bratislava
JuKdkYrCkFc,house,150,unrenovated,2233.33,1969,150,219,NULL,"mostly flat",NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto","Realitná kancelária RED, s.r.o.",Žilina
Ju1n1rQGodR,house,220,"new construction",NULL,2016,220,586,100,"mostly flat",B,on-site,"public water","okres Turčianske Teplice","Turčianske Teplice","Turčiansky Michal","Reality Simply",Martin
Juv2G90qWzS,house,400,"new construction",1250.00,2010,400,1478,138,"gently sloped",B,on-site,well,"okres Čadca",Čadca,Rieka,"Reality Kopanice",Krajné
Ju5rRr5_rO4,house,153,"new construction",1954.25,2025,153,671,184,"gently sloped",A,NULL,NULL,"okres Žilina",Bitarová,Bitarová,"Realitná kancelária RED, s.r.o.",Žilina
Ju9Ur37Ixsd,house,240,"fully renovated",1395.42,1932,240,434,150,flat,"not available",NULL,NULL,"okres Žilina","Teplička nad Váhom","Teplička nad Váhom","RIEŠIME BÝVANIE",Bratislava
JuQOZ5dK_ne,house,195,"fully renovated",1276.92,1940,195,NULL,250,flat,C,NULL,"public water","okres Martin",Belá-Dulice,Belá-Dulice,"Reality BL, s.r.o.","Kysucké Nové Mesto"
Ju8hKWbYUWy,house,210,"new construction",1760.92,2024,210,1082,154,"gently sloped",A,on-site,"public water","okres Kysucké Nové Mesto","Horný Vadičov","Horný Vadičov","R2 SK, s.r.o.",Žilina
Ju7tnCJHH6a,house,479,unrenovated,757.83,1980,479,479,NULL,flat,"not available",on-site,well,"okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov","TUreality s.r.o.",Žilina
JuqGAjkW2wB,house,168,"under construction",2516.16,2023,168,NULL,168,"mostly flat",A,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Hrádok",Celiny,"RK SPIRIT s.r.o.","Liptovský Mikuláš"
JuX-Od8Y1qK,house,250,"fully renovated",1596.70,1950,250,260,110,NULL,"not available",NULL,NULL,"okres Žilina",Žilina,"Malá Praha","ŽILINAREAL, s.r.o.",Žilina
JuFs-_Bf_af,house,1,unrenovated,NULL,1967,1,632,1,sloped,"not available",on-site,"public water","okres Bytča","Hlboké nad Váhom","Hlboké nad Váhom","TOCA, s.r.o. Realitná činnosť",Bytča
Ju4PmqrQDXe,house,842,unrenovated,353.92,2025,842,NULL,NULL,flat,"not available",NULL,well,"okres Liptovský Mikuláš","Liptovský Mikuláš",Bodice,"Reality Alpia",Martin
JumZ3KaibB-,house,250,unrenovated,479.60,1960,250,605,110,flat,"not available",NULL,NULL,"okres Dolný Kubín","Dlhá nad Oravou","Dlhá nad Oravou","OREA, s.r.o.","Dolný Kubín"
JuNJQwnH7BK,house,190,"under construction",1173.68,2022,190,845,100,sloped,"not available",NULL,NULL,"okres Ružomberok",Ružomberok,Roveň,"NajBývanie, s.r.o.",Ružomberok
JuOxQMLskud,house,112,"new construction",1741.07,2025,112,400,140,flat,"in preparation",on-site,well,"okres Žilina",Mojš,Mojš,"ETHOS reality, s. r. o.","Krásno nad Kysucou"
Juo53M0tI-p,house,444,"fully renovated",0.00,2000,444,1128,235,flat,NULL,NULL,well,"okres Martin",Žabokreky,Žabokreky,"B10 Slovensko, a. s.",Žilina
JuptDHkjOFq,house,792,"partially renovated",340.78,1965,792,792,100,flat,"not available",NULL,NULL,"okres Martin",Sučany,Sučany,"AstonReal s.r.o.","Banská Bystrica"
Ju3J0qgjHl5,house,55,"new construction",3109.09,1980,55,NULL,NULL,NULL,"not available",NULL,NULL,"okres Námestovo","Oravská Lesná","Oravská Lesná","TUreality s.r.o.",Žilina
Ju2Gi9KH9b9,house,428,"partially renovated",815.42,2025,428,NULL,NULL,other,"not available",on-site,"not available","okres Žilina",Varín,Varín,"Reality Alpia",Martin
Juyu3gyyoUE,house,215,"new construction",NULL,2024,215,570,171,"gently sloped",A,NULL,NULL,"okres Žilina",Konská,Konská,"Realitná kancelária RED, s.r.o.",Žilina
Juci-VafLS1,house,100,"fully renovated",2640.00,1979,100,631,348,flat,NULL,on-site,well,"okres Martin",Martin,Stred,"B10 Slovensko, a. s.",Žilina
JulGanHAPf5,house,734,"partially renovated",475.48,2025,734,NULL,NULL,"gently sloped","not available","not available",well,"okres Martin",Martin,Stráne,"Reality Alpia",Martin
JuzJzITWl1v,house,1,"partially renovated",NULL,1975,1,969,1,flat,"not available",on-site,"public water","okres Bytča",Kotešová,Kotešová,"TOCA, s.r.o. Realitná činnosť",Bytča
JulcRSD3gjg,house,1,unrenovated,NULL,1925,1,342,1,flat,"not available",on-site,"public water","okres Bytča",Predmier,Predmier,"TOCA, s.r.o. Realitná činnosť",Bytča
JuEGZyoSAd7,house,300,"new construction",1183.33,2018,300,1500,148,flat,A,NULL,well,"okres Liptovský Mikuláš","Liptovský Mikuláš",NULL,"KRUPPKY, s.r.o.","Liptovský Mikuláš"
JuRPbrRONba,house,168,"under construction",1595.18,2025,168,NULL,210,"gently sloped","not available",on-site,"public water","okres Liptovský Mikuláš","Veterná Poruba","Veterná Poruba",jabyvam.sk,"Liptovský Mikuláš"
Ju9Oh18pKW-,house,200,"new construction",1095.00,2024,200,805,230,NULL,A,NULL,NULL,"okres Martin",Valča,Valča,"Wealth Group, s.r.o.","Nová Dedinka"
JuPKcjp9xEd,house,200,"new construction",NULL,2024,200,805,255,NULL,A,NULL,NULL,"okres Martin",Valča,Valča,"Financie a reality od A po Z",Martin
JunEHVtE89L,house,348,"partially renovated",NULL,1969,348,772,116,NULL,"not available",NULL,NULL,"okres Martin",Martin,Stráne,"Reality ASTORIA, s.r.o.",Martin
JupOom9u70b,house,592,unrenovated,152.03,2025,592,NULL,NULL,"gently sloped","not available","not available",well,"okres Ružomberok",Lúčky,Lúčky,"Reality Alpia",Martin
JuYzFawuXq5,house,150,"fully renovated",2232.67,1932,150,434,150,"mostly flat",NULL,NULL,NULL,"okres Žilina","Teplička nad Váhom","Teplička nad Váhom","Realitná kancelária RED, s.r.o.",Žilina
Ju30Zqi5n0z,house,130,"under construction",2461.54,2025,130,400,75,flat,"in preparation",NULL,NULL,"okres Martin",Slovany,Slovany,"Reality ASTORIA, s.r.o.",Martin
JuCHMAziUOL,house,80,unrenovated,687.50,1945,80,750,80,NULL,NULL,NULL,NULL,"okres Martin",Krpeľany,Krpeľany,"Romantické Chalupy, s.r.o.",Bratislava
Ju9q0Byrbad,house,177,"new construction",2372.88,2025,177,3199,NULL,other,"not available",NULL,well,"okres Liptovský Mikuláš",Východná,Východná,"RE/MAX Slovakia",Bratislava
JudexsMMWLq,house,1,"new construction",NULL,1975,1,969,1,flat,"not available",on-site,"public water","okres Bytča",Kotešová,Kotešová,"TOCA, s.r.o. Realitná činnosť",Bytča
JupsJLU23Ow,house,80,unrenovated,925.00,1942,80,363,80,"gently sloped","not available",NULL,NULL,"okres Liptovský Mikuláš","Liptovská Kokava","Liptovská Kokava","RE/MAX Slovakia",Bratislava
JuD0RMwirEa,house,242,"fully renovated",2065.70,1973,242,856,170,NULL,A,NULL,NULL,"okres Ružomberok","Liptovské Revúce","Liptovské Revúce","RK SPIRIT s.r.o.","Liptovský Mikuláš"
Jui7jyAQtCR,house,80,"new construction",2625.00,2025,80,373,96,flat,"not available",on-site,"public water","okres Liptovský Mikuláš","Liptovská Sielnica","Liptovská Sielnica","Q REAL s.r.o.",Bratislava
JuU0HWFwzX3,house,180,unrenovated,2333.33,1989,180,402,70,flat,"not available",NULL,"public water","okres Žilina",Žilina,Bytčica,"Gro & Partners",Žilina
JuVQq2TIIOM,house,131,"new construction",1908.40,2025,131,560,131,flat,"not available",on-site,"public water","okres Martin","Košťany nad Turcom","Košťany nad Turcom","ALT REAL, s.r.o.",Martin
JuHoYrf0eK_,house,123,"fully renovated",2024.39,1986,123,1375,NULL,NULL,"not available",NULL,NULL,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa","TARGETreal s. r. o.",Žilina
JuwkeSmHDEB,house,110,"new construction",2636.36,2014,110,530,124,flat,A,NULL,"public water","okres Martin",Valča,Valča,"Real Reality Development s.r.o.",Martin
JuK5t-4VCJ4,house,126,"new construction",1875.54,2025,126,240,NULL,other,"not available","not available","not available","okres Žilina",Višňové,Višňové,"MGM reality",Žilina
Ju6vaHOHcqi,house,152,"fully renovated",888.16,1952,152,152,98,flat,"not available",NULL,well,"okres Žilina",Belá,Belá,"TUreality s.r.o.",Žilina
JuR54DrWWfx,land,1400,unrenovated,214.29,1950,1400,1800,1800,flat,"not available",NULL,"not available","okres Námestovo",Rabča,Rabča,"RE/MAX Slovakia",Bratislava
Ju9syh9ycRi,house,100,unrenovated,800.00,1950,100,570,100,"gently sloped","not available",NULL,"public water","okres Žilina",Terchová,Terchová,"ALT REAL, s.r.o.",Martin
JudspgTQPox,house,60,unrenovated,1483.33,1950,60,219,60,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš",Jakubovany,Jakubovany,"Romantické Chalupy, s.r.o.",Bratislava
JuWRJBDqxZU,house,86,"new construction",2616.28,2010,86,986,136,"gently sloped",F,NULL,NULL,"okres Martin",Martin,Jahodníky,"RIEŠIME BÝVANIE",Bratislava
JucU49przXp,house,80,"partially renovated",2062.50,1952,80,473,119,"mostly flat",NULL,NULL,NULL,"okres Žilina",Žilina,Bytčica,"Realitná kancelária RED, s.r.o.",Žilina
JuHloqFiiMy,house,109,"new construction",2281.65,2025,109,496,59,NULL,A,NULL,NULL,"okres Bytča","Veľké Rovné","Veľké Rovné","IDEÁLNE BÝVANIE, s.r.o.",Žilina
JuMF2TBH415,house,240,"fully renovated",1458.33,2009,240,1707,164,flat,"not available",NULL,NULL,"okres Čadca",Čadca,Podzávoz,"1. Reality Rent, s.r.o.",Žilina
Juj5mPJZurA,house,190,"partially renovated",784.21,1953,190,NULL,331,"gently sloped","not available",on-site,"public water","okres Ružomberok",Kalameny,Kalameny,"OVERENÉ REALITY","Banská Bystrica"
Ju0MEaj2qZ5,house,500,"new construction",NULL,1980,500,NULL,NULL,NULL,"not available",NULL,NULL,"okres Žilina",Svederník,Svederník,"TUreality s.r.o.",Žilina
JukV9h68kmJ,house,879,"partially renovated",271.90,2024,879,NULL,182,flat,"not available",on-site,well,"okres Žilina",Lietava,Lietava,"TUreality s.r.o.",Žilina
JurmJUyDt1Y,house,250,unrenovated,1236.00,1970,250,NULL,100,flat,"not available",NULL,"public water","okres Liptovský Mikuláš","Liptovský Mikuláš",Ploštín,"KRUPPKY, s.r.o.","Liptovský Mikuláš"
JuIUgSVHd_-,house,797,"partially renovated",150.44,1980,797,797,260,NULL,"not available",on-site,NULL,"okres Dolný Kubín",Malatiná,Malatiná,"TUreality s.r.o.",Žilina
JuNuINWKCa2,house,274,"fully renovated",1551.09,1999,274,137,NULL,NULL,"not available",NULL,NULL,"okres Žilina",Žilina,"Staré mesto","DreamReality s.r.o.",Žilina
JuElQR6VJXT,house,221,"new construction",NULL,2023,221,939,NULL,other,A,"not available","not available","okres Žilina",Varín,Varín,"MGM reality",Žilina
JugpfnfthRi,house,180,"fully renovated",1000.00,1970,180,767,180,flat,"not available",on-site,"public water","okres Martin","Kláštor pod Znievom","Kláštor pod Znievom","ALT REAL, s.r.o.",Martin
JuXgUKUYl2D,house,200,"new construction",1095.00,2024,200,805,230,flat,A,NULL,NULL,"okres Martin",Valča,Valča,"Wealth Group, s.r.o.","Nová Dedinka"
JuBRCEsLH8a,house,170,"partially renovated",NULL,1969,170,625,327,flat,"not available",NULL,NULL,"okres Turčianske Teplice","Turčianske Teplice",Diviaky,"JMB REALITY s.r.o.",Ľubietová
JunnoZAS6r4,house,684,"fully renovated",540.94,1980,684,684,409,flat,"not available",on-site,well,"okres Žilina",Šuja,Šuja,"TUreality s.r.o.",Žilina
JubDt8HjaHe,house,160,unrenovated,561.88,1980,160,2200,10,"gently sloped","not available",NULL,well,"okres Čadca",Turzovka,Turkov,"Safe reality s. r. o.",Žilina
JuezaaUAQTl,house,700,unrenovated,178.57,1900,700,3425,110,flat,"not available",NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie","RE/MAX Slovakia",Bratislava
JuQDs3mKg8t,house,173,"fully renovated",1358.38,1970,173,173,100,flat,"not available",on-site,"public water","okres Martin","Turčianske Kľačany","Turčianske Kľačany","Reality Center, s.r.o.",Martin
JuLMYErMTc7,house,232,"fully renovated",NULL,1991,232,270,110,NULL,C,NULL,NULL,"okres Tvrdošín",Nižná,Nižná,"KORIJKOV & AGENTS",Košice
JucjxVVq04h,house,150,"fully renovated",1586.67,1970,150,1079,198,flat,"not available",NULL,NULL,"okres Turčianske Teplice","Malý Čepčín","Malý Čepčín","OVERENÉ REALITY","Banská Bystrica"
JumTdoXdYLm,house,556,"new construction",609.71,2024,556,556,140,flat,"not available",NULL,well,"okres Žilina",Svederník,Svederník,"TUreality s.r.o.",Žilina
JurRSzjWlL8,house,431,"new construction",NULL,2005,431,665,284,flat,B,on-site,"public water","okres Dolný Kubín","Dolný Kubín",Brezovec,"ALT REAL, s.r.o.",Martin
JuriX67hMEI,house,150,"new construction",3300.00,2024,150,720,200,flat,A,NULL,NULL,"okres Martin",Martin,Tomčany,"TARGETreal s. r. o.",Žilina
JuO-ay8jwWD,house,200,"new construction",1300.00,2025,200,500,100,"gently sloped","not available",on-site,"public water","okres Martin","Turčiansky Peter","Turčiansky Peter","ALT REAL, s.r.o.",Martin
