offer_id,property_type,area,price_m2,condition,position,floor,elevator,built_in,energy_certificate,north,south,east,west,location_district,location_city,location_area,agency,office_city
JuhxRDKuEfi,"2-room apartment",58,2620.69,"new construction","ground floor",1,NULL,2024,A,NULL,NULL,NULL,NULL,"okres Ružomberok","Liptovská Teplá","Liptovská Teplá",donidDevelop,"Dolný Kubín"
JuRJykTdszG,"4-room apartment",150,1799.33,"fully renovated",NULL,NULL,NULL,NULL,"not available",NULL,NULL,NULL,NULL,"okres Martin",Sučany,Sučany,"JKV REAL",Prievidza
JuDJ_hnDscM,"2-room apartment",60,2331.67,"fully renovated","upper floor",2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Martin",Martin,Stred,"Realitná kancelária",Bratislava
JulzEF1iR1R,"2-room apartment",70,2234.96,"fully renovated","ground floor",1,NULL,1960,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto","ŽILINAREAL, s.r.o.",Žilina
Jus2f1I5Shb,"3-room apartment",68,2426.47,"partially renovated",NULL,NULL,NULL,1970,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Hliny,"MGM reality",Žilina
Ju12shpSBga,"3-room apartment",62,4369.64,"new construction","top floor",3,NULL,NULL,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,"RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuXnw8EKWYI,"3-room apartment",93,3376.34,"new construction",NULL,NULL,NULL,NULL,A,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto","RS Mansory s.r.o.",Bratislava
JuJM07aUO0O,"5+ room apartment",100,2990.00,"partially renovated","upper floor",6,yes,1976,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Hliny,"RIEŠIME BÝVANIE",Bratislava
JuVtdEgquxp,"3-room apartment",74,2067.57,"new construction","upper floor",3,NULL,2015,"not available",NULL,NULL,yes,yes,"okres Dolný Kubín","Dolný Kubín",Brezovec,"OREA, s.r.o.","Dolný Kubín"
JuP6qyzD4rb,"holiday apartment",40,3997.50,"new construction","upper floor",2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,"RK SPIRIT s.r.o.","Liptovský Mikuláš"
JuP-xJVwuxh,"3-room apartment",77,1708.73,"new construction","ground floor",1,NULL,2020,NULL,NULL,NULL,NULL,NULL,"okres Martin","Košťany nad Turcom","Košťany nad Turcom","B10 Slovensko, a. s.",Žilina
JuxYMJGR4NW,"1-room apartment",45,2125.28,"partially renovated","upper floor",2,NULL,1993,"not available",NULL,NULL,NULL,yes,"okres Ružomberok",Ružomberok,Baničné,"OVERENÉ REALITY","Banská Bystrica"
Jubx4f_wHQY,"3-room apartment",87,NULL,unrenovated,"raised ground floor",NULL,NULL,NULL,NULL,NULL,yes,NULL,yes,"okres Žilina",Žilina,Vlčince,"RK4 REALITY",Bratislava
JuBjT8MmAiR,"3-room apartment",65,2874.81,"under construction","upper floor",2,yes,2025,A,yes,NULL,yes,NULL,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,"Istrofinal, s. r. o.",Žilina
Ju8qAJxGCh0,"3-room apartment",64,NULL,"partially renovated",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Martin",Martin,Záturčie,"Mgr. Silvia Lukáčová - RealPoint",Martin
Ju-DovddXIY,"2-room apartment",71,1901.41,unrenovated,"upper floor",4,NULL,1900,"not available",NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie","RE/MAX Slovakia",Bratislava
Jum2zoM9dK0,"2-room apartment",60,3731.67,"new construction","upper floor",6,yes,2024,A,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Vlčince,"Reinoo a.s.",Žilina
JuXQxA2vSe6,"2-room apartment",42,3785.71,"fully renovated","upper floor",5,yes,1987,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Vlčince,"EASY centrum bývania, s.r.o.",Žilina
Jufd89QZCSO,"holiday apartment",NULL,NULL,"new construction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Pavčina Lehota","Pavčina Lehota","PASS Reality, s.r.o.",Bratislava
Ju2hVjHchsA,"2-room apartment",47,2902.19,"new construction","upper floor",3,yes,2025,A,NULL,NULL,yes,NULL,"okres Martin",Martin,Stred,"Buby reality, s.r.o.",Žilina
Ju9Zm5FKDvx,"2-room apartment",58,2929.31,"fully renovated","ground floor",2,NULL,1969,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Hliny,"Realitná kancelária RED, s.r.o.",Žilina
Ju_q6RS-fKo,"3-room apartment",118,1948.31,"new construction","top floor",4,NULL,2024,"in preparation",NULL,NULL,NULL,NULL,"okres Námestovo","Oravské Veselé","Oravské Veselé","OREA, s.r.o.","Dolný Kubín"
Jukc07qMxPz,"2-room apartment",55,3543.64,"new construction","top floor",3,NULL,2025,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Bytčica,"Realitná kancelária RED, s.r.o.",Žilina
JuZPdvGyLq9,"3-room apartment",92,1956.41,"fully renovated",NULL,NULL,NULL,2010,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto","TUreality s.r.o.",Žilina
Ju8xVwtKo3R,"1-room apartment",NULL,NULL,unrenovated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Námestovo",Námestovo,Stred,"BeMi realitná kancelária",Nitra
JuzzHVLtL7p,"3-room apartment",69,2246.36,"fully renovated","upper floor",6,yes,NULL,"not available",yes,NULL,yes,NULL,"okres Tvrdošín",Tvrdošín,Medvedzie,"Vianema s.r.o.",Bratislava
Ju7J-Smt48P,"2-room apartment",42,2988.10,"new construction","upper floor",2,NULL,2024,A,NULL,NULL,NULL,NULL,"okres Tvrdošín",Trstená,Trstená,"RK SPIRIT s.r.o.","Liptovský Mikuláš"
JuRuuJuhfW8,"3-room apartment",85,1610.59,"partially renovated","upper floor",7,NULL,1980,"not available",NULL,NULL,NULL,yes,"okres Martin",Vrútky,"Horné Vrútky","Like Reality s.r.o.","Považská Bystrica"
JuZK70yldNu,"1-room apartment",39,3461.54,"new construction","ground floor",1,NULL,2020,A,yes,NULL,yes,yes,"okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Mara - Tatralandia","OVERENÉ REALITY","Banská Bystrica"
JuzSqFzglhO,"3-room apartment",73,NULL,"new construction","upper floor",3,yes,2022,A,NULL,yes,NULL,yes,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,Reality+,Žilina
JuzmSjYalDj,"3-room apartment",87,1608.05,"partially renovated","upper floor",2,NULL,1989,"not available",NULL,NULL,yes,yes,"okres Martin",Vrútky,"Horné Vrútky","Like Reality s.r.o.","Považská Bystrica"
Ju6pkdVbtRp,"3-room apartment",71,NULL,"fully renovated","top floor",8,yes,1970,B,yes,NULL,NULL,NULL,"okres Ružomberok",Ružomberok,Klačno,"NajBývanie, s.r.o.",Ružomberok
JudnXUbr0fH,"2-room apartment",48,2304.82,"under construction","upper floor",2,yes,2024,"not available",NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš",Východná,Východná,"REALITY TATRY",Levoča
JuBIZmW7FwQ,"3-room apartment",71,2422.54,"new construction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko,NULL,NULL
JuPDRHaKHGy,"2-room apartment",59,2830.51,"fully renovated","ground floor",1,NULL,1965,B,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Hliny,"ŽILINAREAL, s.r.o.",Žilina
JuD8hcoEgT4,"2-room apartment",74,3229.73,"new construction","top floor",6,NULL,2009,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Vlčince,"Realitná kancelária RED, s.r.o.",Žilina
JukBZSTP0a5,"2-room apartment",55,3180.00,"new construction","top floor",2,yes,2024,A,NULL,NULL,NULL,NULL,"okres Turčianske Teplice","Turčianske Teplice",Stred,"TARGETreal s. r. o.",Žilina
Ju1AcChzPhX,"3-room apartment",62,1912.90,"new construction","ground floor",1,NULL,NULL,"not available",NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Vyšná Boca","Vyšná Boca","REALITY SPOLU",Bratislava
JuE-VhHgCax,"1-room apartment",22,5000.00,"fully renovated","ground floor",1,NULL,1970,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Terchová,Terchová,"Bonjour real",Bučany
Ju6opeOUPUx,"2-room apartment",88,2272.73,unrenovated,"upper floor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto","Realitné kancelárie SR",Bratislava
JunBxeMXtVv,"3-room apartment",73,1767.12,"partially renovated","ground floor",1,NULL,1978,B,NULL,NULL,NULL,NULL,"okres Bytča","Veľké Rovné","Veľké Rovné","RIEŠIME BÝVANIE",Bratislava
JufXt9veplf,"2-room apartment",45,NULL,"new construction","upper floor",NULL,NULL,2025,NULL,NULL,NULL,NULL,NULL,"okres Martin",Martin,Košúty,"B10 Slovensko, a. s.",Žilina
Ju1v-rz6S-g,"3-room apartment",64,2187.50,unrenovated,NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Rajec,Rajec,"TUreality s.r.o.",Žilina
JuK8NkfUxDo,"3-room apartment",68,670.71,unrenovated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Martin","Turčianska Štiavnička","Turčianska Štiavnička","LICITOR group, a.s.",Žilina
JuqqisVRKbE,"3-room apartment",65,NULL,"partially renovated","ground floor",1,NULL,1967,"in preparation",NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","GERT , s.r.o.","Liptovský Mikuláš"
JupIznadChw,"3-room apartment",66,NULL,unrenovated,"upper floor",NULL,NULL,1960,NULL,NULL,NULL,NULL,NULL,"okres Martin",Martin,Stred,"B10 Slovensko, a. s.",Žilina
JuCtiU-W9oK,"3-room apartment",72,1897.08,"fully renovated","upper floor",6,NULL,1987,"not available",NULL,yes,yes,NULL,"okres Ružomberok",Ružomberok,Klačno,"BEEVAM, s.r.o.","Banská Bystrica"
JuQUQOdCbAJ,"4-room apartment",105,1904.75,unrenovated,"top floor",4,NULL,2024,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto","Reality IQ, s.r.o.",Žilina
JuJTUgZNUdL,"3-room apartment",72,1361.11,unrenovated,"upper floor",2,NULL,2025,"not available",NULL,NULL,NULL,NULL,"okres Martin",Turany,Turany,"Reality D.P.A.",Martin
JugdzCpEbZl,"2-room apartment",55,2543.42,"partially renovated",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Hliny,"KES - RV s.r.o.",Rožňava
JuJ1fx159Ms,"3-room apartment",65,1600.00,unrenovated,"ground floor",1,NULL,1970,"not available",NULL,NULL,NULL,NULL,"okres Čadca",Turzovka,Stred,OPENREALITY,Brno
JuUWRcxAAYr,"2-room apartment",67,1314.80,"fully renovated","ground floor",1,NULL,1900,B,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","KA Real","Banská Bystrica"
JucFSMwZ-YV,"3-room apartment",83,2479.24,"new construction","upper floor",6,yes,2015,B,NULL,yes,NULL,yes,"okres Martin",Martin,Priekopa,"Reality Center, s.r.o.",Martin
JuHBGisy5-E,"2-room apartment",68,2338.24,"partially renovated","upper floor",3,yes,2008,B,NULL,NULL,NULL,NULL,"okres Ružomberok",Ružomberok,Hrabovo,"NajBývanie, s.r.o.",Ružomberok
JuInv_n4G9P,"2-room apartment",39,5249.97,"development project","upper floor",2,NULL,2026,"not available",yes,NULL,yes,NULL,"okres Žilina",Žilina,"Staré mesto","Teraz, a.s.",Žilina
JuBnUuJa9ic,"2-room apartment",56,3894.16,"new construction","upper floor",5,yes,2024,"not available",NULL,NULL,yes,NULL,"okres Žilina",Žilina,"Staré mesto","Financial Hotels Management, s.r.o.",Žilina
Ju2txZynSMnS,"4-room apartment",88,2267.03,"fully renovated",NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,"okres Námestovo",Námestovo,Brehy,"TUreality s.r.o.",Žilina
Jucm4yaaOJ2,"3-room apartment",77,2463.35,"fully renovated","ground floor",1,NULL,2013,"not available",NULL,NULL,NULL,NULL,"okres Dolný Kubín","Dolný Kubín",Brezovec,"RK Dalmia s. r. o.","Dolný Kubín"
JuT9LmGMkpW,"holiday apartment",22,4540.91,"new construction","ground floor",1,NULL,2010,"not available",NULL,NULL,NULL,yes,"okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,jabyvam.sk,"Liptovský Mikuláš"
JuuOQAIf3eQ,"2-room apartment",64,3398.44,"new construction","upper floor",3,yes,2024,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto","WFG reality, s.r.o.",Žilina
JuhSIJae8jB,"holiday apartment",48,3229.17,"new construction",NULL,NULL,NULL,2022,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš",Smrečany,Smrečany,"Porto Real Group",Bratislava
Ju20KERTu8I,"2-room apartment",59,2118.64,unrenovated,"upper floor",NULL,NULL,NULL,"not available",NULL,NULL,yes,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny,"RESIDENCE realitná kancelária","Liptovský Mikuláš"
Jumt5qe1Qm47,"2-room apartment",50,NULL,"partially renovated","ground floor",NULL,NULL,1986,"not available",NULL,NULL,NULL,NULL,"okres Ružomberok",Ružomberok,Klačno,"AstonReal s.r.o.","Banská Bystrica"
JuI6MQ6tc2T,"2-room apartment",59,3207.29,unrenovated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Mara - Tatralandia","BeMi realitná kancelária",Nitra
JuZdOmvD2ic,"4-room apartment",77,2892.94,"under construction","upper floor",2,yes,2025,A,NULL,yes,NULL,yes,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,"Istrofinal, s. r. o.",Žilina
JuQG3Tg2HJV,"holiday apartment",50,6900.00,"new construction","ground floor",1,yes,NULL,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuT7xzp7Ax-,"2-room apartment",61,2313.88,"fully renovated","upper floor",2,NULL,1972,C,yes,NULL,NULL,NULL,"okres Martin",Martin,Stred,AZUR.RE,Bratislava
JuCgojI4KWH,"3-room apartment",74,1824.32,unrenovated,"upper floor",2,NULL,1970,B,NULL,NULL,NULL,NULL,"okres Čadca",Čadca,Žarec,"Trioreality, s.r.o.",Čadca
JukjSccuSX6,"2-room apartment",55,NULL,"fully renovated",NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,"okres Martin",Vrútky,NULL,"TUreality s.r.o.",Žilina
JuvuB2q_3M4,"holiday apartment",50,9662.18,"under construction","upper floor",3,yes,2025,A,NULL,NULL,NULL,yes,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","Tatry mountain resorts, a.s.","Liptovský Mikuláš"
Jum788VaVl8,"1-room apartment",33,4148.48,"new construction","ground floor",1,yes,2025,"in preparation",NULL,yes,NULL,yes,"okres Žilina",Žilina,"Staré mesto","WFG reality, s.r.o.",Žilina
JuguMiG6Pot,"other apartment type",40,NULL,"new construction","added floor",2,yes,2026,A,yes,yes,yes,yes,"okres Žilina",Rajec,Rajec,"Euro Bauer s.r.o.",Žilina
JunSqXxyUya,"1-room apartment",33,4148.48,"new construction","ground floor",1,yes,2025,"in preparation",NULL,yes,NULL,yes,"okres Žilina",Žilina,"Staré mesto","WFG reality, s.r.o.",Žilina
Juzl0Ycup_I,"holiday apartment",56,5339.29,"fully renovated","top floor",4,NULL,2010,B,NULL,NULL,NULL,NULL,"okres Martin",Martin,"Martinské hole",donidDevelop,"Dolný Kubín"
JuMrpN3u-gh,"2-room apartment",47,3547.72,"under construction",NULL,NULL,NULL,2025,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Hájik,"Reality Alpia",Martin
Ju-seNslb4u,"2-room apartment",55,1818.18,"partially renovated","upper floor",3,NULL,1995,C,NULL,NULL,NULL,NULL,"okres Martin",Martin,Priekopa,"Realitná kancelária RED, s.r.o.",Žilina
JuddoVYZYie,"1-room apartment",27,2780.22,"new construction","upper floor",2,yes,2024,A,NULL,yes,NULL,yes,"okres Ružomberok","Liptovská Teplá","Liptovská Teplá",Limaxreal,"Liptovský Mikuláš"
Ju4lN_U1N_8,"3-room apartment",91,2610.51,"new construction","top floor",3,NULL,2023,A,NULL,yes,yes,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Stošice,"ARBIZ real estate & finance s. r. o.",Ružomberok
JuNQHesGhEl,"3-room apartment",65,2860.64,"under construction","upper floor",4,yes,2025,A,yes,NULL,yes,NULL,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,"Istrofinal, s. r. o.",Žilina
Juv6SZd0pv9,"3-room apartment",61,NULL,"fully renovated","top floor",2,NULL,1980,"not available",NULL,NULL,NULL,NULL,"okres Martin",Vrútky,NULL,"Reality AK, spol. s r.o.",Martin
Ju01CyxoHbS,"holiday apartment",47,4901.20,"development project","upper floor",4,yes,2023,B,NULL,NULL,NULL,NULL,"okres Žilina",Terchová,Terchová,"KORSO Project, s.r.o.",Žilina
JuQxdKNuhGj,"3-room apartment",85,2117.53,"partially renovated","ground floor",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto","Piata Avenue",Žilina
JuMc4nt1NbY,maisonette,119,2152.66,"new construction",attic,2,NULL,2022,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Hrádok",Celiny,"RK SPIRIT s.r.o.","Liptovský Mikuláš"
Ju4N6fIAndO,"3-room apartment",68,2454.41,"new construction",NULL,NULL,NULL,2025,"not available",NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Ondrašová","TUreality s.r.o.",Žilina
JuiNHN3K-2n,"2-room apartment",41,1835.43,"fully renovated",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Čadca",Staškov,Staškov,"SLNOVRAT, s.r.o.",Olešná
JucceUznreI,"2-room apartment",54,2327.75,"partially renovated","upper floor",2,NULL,1970,B,NULL,NULL,NULL,yes,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","BEŇO REALITY","Liptovský Mikuláš"
JuCJs2os-i-x,"1-room apartment",39,3166.02,"new construction","ground floor",1,yes,2025,A,NULL,NULL,yes,NULL,"okres Martin",Martin,Stred,"Buby reality, s.r.o.",Žilina
Ju3z3M9TPDa,"2-room apartment",52,3019.23,"new construction","ground floor",1,yes,2019,"not available",NULL,NULL,NULL,yes,"okres Žilina",Žilina,Závodie,"GAMA Reality, s.r.o.",Bytča
JuDxBcaveH8,"3-room apartment",85,1763.53,unrenovated,"top floor",7,yes,1990,"not available",NULL,NULL,yes,yes,"okres Martin",Vrútky,"Horné Vrútky","Reality Center, s.r.o.",Martin
Ju_5trjiiyY,"2-room apartment",49,3326.53,"partially renovated","raised ground floor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Solinky,"Piata Avenue",Žilina
Juo9yc6U_zm,"3-room apartment",69,2231.88,"partially renovated","upper floor",6,yes,NULL,NULL,NULL,NULL,NULL,NULL,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Stred,"BeMi realitná kancelária",Nitra
JueZYUzuLYA,"1-room apartment",30,4300.00,"fully renovated","upper floor",2,NULL,2020,B,NULL,NULL,NULL,NULL,"okres Ružomberok",Bešeňová,Bešeňová,"OREA, s.r.o.","Dolný Kubín"
Juqo1hWp_Zj,"3-room apartment",78,NULL,"partially renovated",NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,"okres Martin",Martin,Stred,"TUreality s.r.o.",Žilina
JueVCjlarhT,"3-room apartment",77,NULL,unrenovated,"top floor",3,NULL,1975,"not available",NULL,yes,NULL,yes,"okres Tvrdošín",Nižná,Nižná,"HD reality group s.r.o","Banská Bystrica"
JuX7LFsuKfI,"2-room apartment",53,2235.85,"partially renovated","top floor",4,NULL,1968,B,NULL,NULL,NULL,NULL,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Nábrežie,"ROSA reality","Kysucké Nové Mesto"
Ju2PTXS03nR,"3-room apartment",73,1767.12,"partially renovated","raised ground floor",1,NULL,1978,B,NULL,NULL,NULL,NULL,"okres Bytča","Veľké Rovné","Veľké Rovné","RIEŠIME BÝVANIE",Bratislava
Ju1Fw0u3Cah,"3-room apartment",71,2042.25,unrenovated,NULL,NULL,NULL,NULL,"not available",NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie","Direct Real, spol. s r.o.",Bratislava
JuckFfec6yi,"3-room apartment",86,1981.35,"fully renovated","upper floor",2,NULL,2025,"not available",NULL,NULL,NULL,NULL,"okres Ružomberok",Ružomberok,"Staré mesto","Reality Alpia",Martin
JuiYPO6c35-,"4-room apartment",112,NULL,"partially renovated","top floor",2,NULL,2010,C,yes,NULL,NULL,yes,"okres Martin",Martin,Stráne,"Reality Center, s.r.o.",Martin
Jup8gJ48Fqt,"2-room apartment",53,4489.50,"new construction","upper floor",2,NULL,2023,A,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto","KORSO Project, s.r.o.",Žilina
Jub6sy4N9gp,"2-room apartment",39,4293.88,"under construction","upper floor",3,yes,2027,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","TATRA CITY RESIDENCE s. r. o.",Zvolen
Ju28AQVsAqz,"3-room apartment",NULL,NULL,"partially renovated",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Ružomberok",Ružomberok,Baničné,"RECLOUD Reality a.s.",Bratislava
JuuVvHxxC-m,"3-room apartment",66,2150.00,"partially renovated","upper floor",9,yes,1900,"not available",yes,NULL,yes,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny,"HALO reality, s.r.o.",Prievidza
Jumr_ISbK0Z,"3-room apartment",75,3344.87,"under construction",NULL,NULL,NULL,2025,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Hájik,"Reality Alpia",Martin
JuxXBGk_4Zo,"1-room apartment",35,NULL,"partially renovated","upper floor",2,yes,1992,"not available",NULL,NULL,NULL,NULL,"okres Čadca",Turzovka,Stred,"Ing. Marcela Pišteková",Turzovka
JudTaFLI7V1,"1-room apartment",30,3152.54,"fully renovated","upper floor",2,NULL,1989,"not available",NULL,NULL,NULL,NULL,"okres Martin",Martin,Stred,"Reality AK, spol. s r.o.",Martin
JulUy_Gy-T7,"1-room apartment",36,2284.76,"fully renovated","ground floor",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","XEMAR realitná spoločnosť s.r.o.","Banská Bystrica"
JuTgtQtwGXl,"2-room apartment",60,2431.67,"fully renovated","upper floor",3,NULL,1970,"not available",NULL,NULL,NULL,NULL,"okres Martin",Martin,Sever,"RE/MAX Slovakia",Bratislava
JuAoUEm3GbZ,"3-room apartment",74,1486.49,unrenovated,"ground floor",1,yes,1975,C,NULL,NULL,NULL,NULL,"okres Martin",Martin,Ľadoveň,"ALT REAL, s.r.o.",Martin
JuZFiZ0fwgL,"2-room apartment",54,2944.44,"fully renovated","upper floor",7,yes,1980,"not available",NULL,NULL,yes,NULL,"okres Dolný Kubín","Dolný Kubín","Veľký Bysterec","AstonReal s.r.o.","Banská Bystrica"
